year,month,day,hour,AEP_MW
2004,10,1,1,12379.0
2004,10,1,2,11935.0
2004,10,1,3,11692.0
2004,10,1,4,11597.0
2004,10,1,5,11681.0
2004,10,1,6,12280.0
2004,10,1,7,13692.0
2004,10,1,8,14618.0
2004,10,1,9,14903.0
2004,10,1,10,15118.0
2004,10,1,11,15242.0
2004,10,1,12,15375.0
2004,10,1,13,15404.0
2004,10,1,14,15655.0
2004,10,1,15,15739.0
2004,10,1,16,15739.0
2004,10,1,17,15644.0
2004,10,1,18,15353.0
2004,10,1,19,15034.0
2004,10,1,20,15211.0
2004,10,1,21,15349.0
2004,10,1,22,14837.0
2004,10,1,23,14067.0
2004,10,2,0,13147.0
2004,10,2,1,12260.0
2004,10,2,2,11672.0
2004,10,2,3,11352.0
2004,10,2,4,11177.0
2004,10,2,5,11142.0
2004,10,2,6,11331.0
2004,10,2,7,11866.0
2004,10,2,8,12387.0
2004,10,2,9,13144.0
2004,10,2,10,13712.0
2004,10,2,11,14082.0
2004,10,2,12,14080.0
2004,10,2,13,14056.0
2004,10,2,14,13934.0
2004,10,2,15,13758.0
2004,10,2,16,13579.0
2004,10,2,17,13620.0
2004,10,2,18,13483.0
2004,10,2,19,13379.0
2004,10,2,20,13825.0
2004,10,2,21,14056.0
2004,10,2,22,14015.0
2004,10,2,23,12940.0
2004,10,3,0,12172.0
2004,10,3,1,11443.0
2004,10,3,2,10807.0
2004,10,3,3,10600.0
2004,10,3,4,10438.0
2004,10,3,5,10430.0
2004,10,3,6,10509.0
2004,10,3,7,10795.0
2004,10,3,8,11288.0
2004,10,3,9,11965.0
2004,10,3,10,12493.0
2004,10,3,11,12722.0
2004,10,3,12,12908.0
2004,10,3,13,12997.0
2004,10,3,14,12924.0
2004,10,3,15,12759.0
2004,10,3,16,12605.0
2004,10,3,17,12755.0
2004,10,3,18,12795.0
2004,10,3,19,12979.0
2004,10,3,20,13819.0
2004,10,3,21,14237.0
2004,10,3,22,13878.0
2004,10,3,23,13132.0
2004,10,4,0,12351.0
2004,10,4,1,11817.0
2004,10,4,2,11408.0
2004,10,4,3,11261.0
2004,10,4,4,11247.0
2004,10,4,5,11414.0
2004,10,4,6,12283.0
2004,10,4,7,13862.0
2004,10,4,8,14864.0
2004,10,4,9,15046.0
2004,10,4,10,15282.0
2004,10,4,11,15511.0
2004,10,4,12,15621.0
2004,10,4,13,15662.0
2004,10,4,14,15803.0
2004,10,4,15,15747.0
2004,10,4,16,15689.0
2004,10,4,17,15617.0
2004,10,4,18,15441.0
2004,10,4,19,15368.0
2004,10,4,20,15910.0
2004,10,4,21,16133.0
2004,10,4,22,15583.0
2004,10,4,23,14497.0
2004,10,5,0,13405.0
2004,10,5,1,12532.0
2004,10,5,2,12126.0
2004,10,5,3,11926.0
2004,10,5,4,11914.0
2004,10,5,5,12010.0
2004,10,5,6,12770.0
2004,10,5,7,14393.0
2004,10,5,8,15444.0
2004,10,5,9,15547.0
2004,10,5,10,15519.0
2004,10,5,11,15542.0
2004,10,5,12,15480.0
2004,10,5,13,15423.0
2004,10,5,14,15450.0
2004,10,5,15,15259.0
2004,10,5,16,15107.0
2004,10,5,17,15101.0
2004,10,5,18,14984.0
2004,10,5,19,14976.0
2004,10,5,20,15649.0
2004,10,5,21,16007.0
2004,10,5,22,15469.0
2004,10,5,23,14520.0
2004,10,6,0,13541.0
2004,10,6,1,12764.0
2004,10,6,2,12347.0
2004,10,6,3,12192.0
2004,10,6,4,12164.0
2004,10,6,5,12356.0
2004,10,6,6,13160.0
2004,10,6,7,14677.0
2004,10,6,8,15685.0
2004,10,6,9,15616.0
2004,10,6,10,15549.0
2004,10,6,11,15396.0
2004,10,6,12,15271.0
2004,10,6,13,15137.0
2004,10,6,14,15032.0
2004,10,6,15,15114.0
2004,10,6,16,14927.0
2004,10,6,17,14979.0
2004,10,6,18,14864.0
2004,10,6,19,14765.0
2004,10,6,20,15422.0
2004,10,6,21,15706.0
2004,10,6,22,15259.0
2004,10,6,23,14272.0
2004,10,7,0,13249.0
2004,10,7,1,12484.0
2004,10,7,2,12054.0
2004,10,7,3,11745.0
2004,10,7,4,11757.0
2004,10,7,5,12041.0
2004,10,7,6,12823.0
2004,10,7,7,14394.0
2004,10,7,8,15463.0
2004,10,7,9,15488.0
2004,10,7,10,15585.0
2004,10,7,11,15597.0
2004,10,7,12,15515.0
2004,10,7,13,15508.0
2004,10,7,14,15547.0
2004,10,7,15,15522.0
2004,10,7,16,15333.0
2004,10,7,17,15266.0
2004,10,7,18,14972.0
2004,10,7,19,15042.0
2004,10,7,20,15742.0
2004,10,7,21,15893.0
2004,10,7,22,15407.0
2004,10,7,23,14359.0
2004,10,8,0,13271.0
2004,10,8,1,12468.0
2004,10,8,2,12046.0
2004,10,8,3,11749.0
2004,10,8,4,11784.0
2004,10,8,5,11919.0
2004,10,8,6,12610.0
2004,10,8,7,14209.0
2004,10,8,8,15239.0
2004,10,8,9,15297.0
2004,10,8,10,15429.0
2004,10,8,11,15545.0
2004,10,8,12,15586.0
2004,10,8,13,15626.0
2004,10,8,14,15703.0
2004,10,8,15,15651.0
2004,10,8,16,15514.0
2004,10,8,17,15369.0
2004,10,8,18,15116.0
2004,10,8,19,14930.0
2004,10,8,20,15315.0
2004,10,8,21,15270.0
2004,10,8,22,14785.0
2004,10,8,23,13977.0
2004,10,9,0,13103.0
2004,10,9,1,12214.0
2004,10,9,2,11597.0
2004,10,9,3,11273.0
2004,10,9,4,11119.0
2004,10,9,5,11064.0
2004,10,9,6,11356.0
2004,10,9,7,11733.0
2004,10,9,8,12495.0
2004,10,9,9,13063.0
2004,10,9,10,13630.0
2004,10,9,11,13840.0
2004,10,9,12,13905.0
2004,10,9,13,13818.0
2004,10,9,14,13753.0
2004,10,9,15,13579.0
2004,10,9,16,13551.0
2004,10,9,17,13509.0
2004,10,9,18,13498.0
2004,10,9,19,13557.0
2004,10,9,20,14122.0
2004,10,9,21,14094.0
2004,10,9,22,13600.0
2004,10,9,23,12956.0
2004,10,10,0,12096.0
2004,10,10,1,11269.0
2004,10,10,2,10782.0
2004,10,10,3,10580.0
2004,10,10,4,10446.0
2004,10,10,5,10426.0
2004,10,10,6,10468.0
2004,10,10,7,10862.0
2004,10,10,8,11250.0
2004,10,10,9,11823.0
2004,10,10,10,12362.0
2004,10,10,11,12682.0
2004,10,10,12,12825.0
2004,10,10,13,12931.0
2004,10,10,14,13015.0
2004,10,10,15,12967.0
2004,10,10,16,12954.0
2004,10,10,17,13031.0
2004,10,10,18,13136.0
2004,10,10,19,13247.0
2004,10,10,20,14066.0
2004,10,10,21,14162.0
2004,10,10,22,13770.0
2004,10,10,23,13099.0
2004,10,11,0,12346.0
2004,10,11,1,11907.0
2004,10,11,2,11614.0
2004,10,11,3,11581.0
2004,10,11,4,11514.0
2004,10,11,5,11761.0
2004,10,11,6,12558.0
2004,10,11,7,14103.0
2004,10,11,8,15277.0
2004,10,11,9,15421.0
2004,10,11,10,15501.0
2004,10,11,11,15609.0
2004,10,11,12,15554.0
2004,10,11,13,15366.0
2004,10,11,14,15365.0
2004,10,11,15,15370.0
2004,10,11,16,15217.0
2004,10,11,17,15133.0
2004,10,11,18,15059.0
2004,10,11,19,15128.0
2004,10,11,20,15995.0
2004,10,11,21,15981.0
2004,10,11,22,15417.0
2004,10,11,23,14417.0
2004,10,12,0,13402.0
2004,10,12,1,12618.0
2004,10,12,2,12277.0
2004,10,12,3,12051.0
2004,10,12,4,12052.0
2004,10,12,5,12239.0
2004,10,12,6,13072.0
2004,10,12,7,14685.0
2004,10,12,8,15784.0
2004,10,12,9,15851.0
2004,10,12,10,15846.0
2004,10,12,11,15730.0
2004,10,12,12,15551.0
2004,10,12,13,15484.0
2004,10,12,14,15481.0
2004,10,12,15,15381.0
2004,10,12,16,15343.0
2004,10,12,17,15231.0
2004,10,12,18,15119.0
2004,10,12,19,15333.0
2004,10,12,20,16068.0
2004,10,12,21,16067.0
2004,10,12,22,15528.0
2004,10,12,23,14565.0
2004,10,13,0,13465.0
2004,10,13,1,12704.0
2004,10,13,2,12261.0
2004,10,13,3,11970.0
2004,10,13,4,11862.0
2004,10,13,5,11918.0
2004,10,13,6,12561.0
2004,10,13,7,14084.0
2004,10,13,8,15137.0
2004,10,13,9,15177.0
2004,10,13,10,15211.0
2004,10,13,11,15410.0
2004,10,13,12,15457.0
2004,10,13,13,15387.0
2004,10,13,14,15540.0
2004,10,13,15,15362.0
2004,10,13,16,15248.0
2004,10,13,17,15267.0
2004,10,13,18,15342.0
2004,10,13,19,15570.0
2004,10,13,20,16136.0
2004,10,13,21,15973.0
2004,10,13,22,15457.0
2004,10,13,23,14407.0
2004,10,14,0,13502.0
2004,10,14,1,12685.0
2004,10,14,2,12203.0
2004,10,14,3,11849.0
2004,10,14,4,11744.0
2004,10,14,5,11976.0
2004,10,14,6,12570.0
2004,10,14,7,14110.0
2004,10,14,8,15291.0
2004,10,14,9,15455.0
2004,10,14,10,15558.0
2004,10,14,11,15572.0
2004,10,14,12,15603.0
2004,10,14,13,15540.0
2004,10,14,14,15562.0
2004,10,14,15,15373.0
2004,10,14,16,15215.0
2004,10,14,17,15147.0
2004,10,14,18,15180.0
2004,10,14,19,15404.0
2004,10,14,20,16129.0
2004,10,14,21,15940.0
2004,10,14,22,15464.0
2004,10,14,23,14544.0
2004,10,15,0,13564.0
2004,10,15,1,12766.0
2004,10,15,2,12159.0
2004,10,15,3,11972.0
2004,10,15,4,11867.0
2004,10,15,5,12021.0
2004,10,15,6,12688.0
2004,10,15,7,14072.0
2004,10,15,8,15169.0
2004,10,15,9,15411.0
2004,10,15,10,15584.0
2004,10,15,11,15750.0
2004,10,15,12,15810.0
2004,10,15,13,15804.0
2004,10,15,14,15718.0
2004,10,15,15,15617.0
2004,10,15,16,15424.0
2004,10,15,17,15337.0
2004,10,15,18,15455.0
2004,10,15,19,15590.0
2004,10,15,20,15848.0
2004,10,15,21,15555.0
2004,10,15,22,15162.0
2004,10,15,23,14538.0
2004,10,16,0,13574.0
2004,10,16,1,12779.0
2004,10,16,2,12271.0
2004,10,16,3,12016.0
2004,10,16,4,11890.0
2004,10,16,5,11895.0
2004,10,16,6,12127.0
2004,10,16,7,12628.0
2004,10,16,8,13377.0
2004,10,16,9,14062.0
2004,10,16,10,14577.0
2004,10,16,11,14755.0
2004,10,16,12,14701.0
2004,10,16,13,14400.0
2004,10,16,14,14155.0
2004,10,16,15,14007.0
2004,10,16,16,13822.0
2004,10,16,17,13739.0
2004,10,16,18,13845.0
2004,10,16,19,14123.0
2004,10,16,20,14793.0
2004,10,16,21,14699.0
2004,10,16,22,14375.0
2004,10,16,23,13855.0
2004,10,17,0,13109.0
2004,10,17,1,12400.0
2004,10,17,2,12098.0
2004,10,17,3,11976.0
2004,10,17,4,11896.0
2004,10,17,5,11938.0
2004,10,17,6,12152.0
2004,10,17,7,12505.0
2004,10,17,8,13089.0
2004,10,17,9,13682.0
2004,10,17,10,13947.0
2004,10,17,11,13747.0
2004,10,17,12,13492.0
2004,10,17,13,13395.0
2004,10,17,14,13124.0
2004,10,17,15,12893.0
2004,10,17,16,12695.0
2004,10,17,17,12691.0
2004,10,17,18,12814.0
2004,10,17,19,13336.0
2004,10,17,20,14425.0
2004,10,17,21,14688.0
2004,10,17,22,14372.0
2004,10,17,23,13900.0
2004,10,18,0,13241.0
2004,10,18,1,12830.0
2004,10,18,2,12584.0
2004,10,18,3,12576.0
2004,10,18,4,12655.0
2004,10,18,5,12942.0
2004,10,18,6,13815.0
2004,10,18,7,15509.0
2004,10,18,8,16596.0
2004,10,18,9,16756.0
2004,10,18,10,16831.0
2004,10,18,11,16794.0
2004,10,18,12,16729.0
2004,10,18,13,16654.0
2004,10,18,14,16589.0
2004,10,18,15,16408.0
2004,10,18,16,16246.0
2004,10,18,17,16279.0
2004,10,18,18,16469.0
2004,10,18,19,16745.0
2004,10,18,20,17003.0
2004,10,18,21,16698.0
2004,10,18,22,16115.0
2004,10,18,23,15152.0
2004,10,19,0,14044.0
2004,10,19,1,13133.0
2004,10,19,2,12687.0
2004,10,19,3,12414.0
2004,10,19,4,12456.0
2004,10,19,5,12469.0
2004,10,19,6,13163.0
2004,10,19,7,14579.0
2004,10,19,8,15658.0
2004,10,19,9,15765.0
2004,10,19,10,15761.0
2004,10,19,11,15897.0
2004,10,19,12,15883.0
2004,10,19,13,15817.0
2004,10,19,14,15855.0
2004,10,19,15,15593.0
2004,10,19,16,15353.0
2004,10,19,17,15425.0
2004,10,19,18,15354.0
2004,10,19,19,15596.0
2004,10,19,20,16161.0
2004,10,19,21,16005.0
2004,10,19,22,15622.0
2004,10,19,23,14685.0
2004,10,20,0,13664.0
2004,10,20,1,12799.0
2004,10,20,2,12321.0
2004,10,20,3,12096.0
2004,10,20,4,11896.0
2004,10,20,5,12017.0
2004,10,20,6,12693.0
2004,10,20,7,14110.0
2004,10,20,8,15276.0
2004,10,20,9,15406.0
2004,10,20,10,15466.0
2004,10,20,11,15482.0
2004,10,20,12,15509.0
2004,10,20,13,15497.0
2004,10,20,14,15475.0
2004,10,20,15,15502.0
2004,10,20,16,15264.0
2004,10,20,17,15265.0
2004,10,20,18,15247.0
2004,10,20,19,15562.0
2004,10,20,20,16076.0
2004,10,20,21,15916.0
2004,10,20,22,15416.0
2004,10,20,23,14511.0
2004,10,21,0,13365.0
2004,10,21,1,12598.0
2004,10,21,2,12148.0
2004,10,21,3,11764.0
2004,10,21,4,11700.0
2004,10,21,5,11823.0
2004,10,21,6,12598.0
2004,10,21,7,14139.0
2004,10,21,8,15348.0
2004,10,21,9,15356.0
2004,10,21,10,15393.0
2004,10,21,11,15485.0
2004,10,21,12,15523.0
2004,10,21,13,15403.0
2004,10,21,14,15388.0
2004,10,21,15,15128.0
2004,10,21,16,15006.0
2004,10,21,17,14943.0
2004,10,21,18,14988.0
2004,10,21,19,15340.0
2004,10,21,20,15921.0
2004,10,21,21,15886.0
2004,10,21,22,15386.0
2004,10,21,23,14437.0
2004,10,22,0,13446.0
2004,10,22,1,12627.0
2004,10,22,2,12233.0
2004,10,22,3,11969.0
2004,10,22,4,11913.0
2004,10,22,5,12151.0
2004,10,22,6,12848.0
2004,10,22,7,14310.0
2004,10,22,8,15556.0
2004,10,22,9,15588.0
2004,10,22,10,15655.0
2004,10,22,11,15639.0
2004,10,22,12,15517.0
2004,10,22,13,15404.0
2004,10,22,14,15269.0
2004,10,22,15,15177.0
2004,10,22,16,14828.0
2004,10,22,17,14695.0
2004,10,22,18,14610.0
2004,10,22,19,14790.0
2004,10,22,20,15311.0
2004,10,22,21,15066.0
2004,10,22,22,14755.0
2004,10,22,23,14110.0
2004,10,23,0,13264.0
2004,10,23,1,12363.0
2004,10,23,2,11960.0
2004,10,23,3,11601.0
2004,10,23,4,11565.0
2004,10,23,5,11600.0
2004,10,23,6,11849.0
2004,10,23,7,12425.0
2004,10,23,8,13119.0
2004,10,23,9,13648.0
2004,10,23,10,14158.0
2004,10,23,11,14369.0
2004,10,23,12,14233.0
2004,10,23,13,14022.0
2004,10,23,14,13939.0
2004,10,23,15,13665.0
2004,10,23,16,13529.0
2004,10,23,17,13585.0
2004,10,23,18,13693.0
2004,10,23,19,13962.0
2004,10,23,20,14344.0
2004,10,23,21,14186.0
2004,10,23,22,13814.0
2004,10,23,23,13226.0
2004,10,24,0,12387.0
2004,10,24,1,11740.0
2004,10,24,2,11209.0
2004,10,24,3,10882.0
2004,10,24,4,10812.0
2004,10,24,5,10789.0
2004,10,24,6,10909.0
2004,10,24,7,11170.0
2004,10,24,8,11727.0
2004,10,24,9,12197.0
2004,10,24,10,12563.0
2004,10,24,11,12849.0
2004,10,24,12,13006.0
2004,10,24,13,13102.0
2004,10,24,14,13075.0
2004,10,24,15,12924.0
2004,10,24,16,12798.0
2004,10,24,17,12820.0
2004,10,24,18,13024.0
2004,10,24,19,13369.0
2004,10,24,20,14244.0
2004,10,24,21,14079.0
2004,10,24,22,13698.0
2004,10,24,23,13155.0
2004,10,25,0,12514.0
2004,10,25,1,11985.0
2004,10,25,2,11730.0
2004,10,25,3,11603.0
2004,10,25,4,11734.0
2004,10,25,5,11902.0
2004,10,25,6,12697.0
2004,10,25,7,14355.0
2004,10,25,8,15533.0
2004,10,25,9,15637.0
2004,10,25,10,15685.0
2004,10,25,11,15731.0
2004,10,25,12,15743.0
2004,10,25,13,15658.0
2004,10,25,14,15660.0
2004,10,25,15,15557.0
2004,10,25,16,15446.0
2004,10,25,17,15430.0
2004,10,25,18,15298.0
2004,10,25,19,15480.0
2004,10,25,20,16187.0
2004,10,25,21,15987.0
2004,10,25,22,15448.0
2004,10,25,23,14439.0
2004,10,26,0,13421.0
2004,10,26,1,12753.0
2004,10,26,2,12287.0
2004,10,26,3,12101.0
2004,10,26,4,12035.0
2004,10,26,5,12351.0
2004,10,26,6,13058.0
2004,10,26,7,14710.0
2004,10,26,8,15936.0
2004,10,26,9,15915.0
2004,10,26,10,15776.0
2004,10,26,11,15715.0
2004,10,26,12,15588.0
2004,10,26,13,15505.0
2004,10,26,14,15510.0
2004,10,26,15,15399.0
2004,10,26,16,15261.0
2004,10,26,17,15148.0
2004,10,26,18,15085.0
2004,10,26,19,15536.0
2004,10,26,20,16222.0
2004,10,26,21,16118.0
2004,10,26,22,15640.0
2004,10,26,23,14621.0
2004,10,27,0,13580.0
2004,10,27,1,12652.0
2004,10,27,2,12211.0
2004,10,27,3,11906.0
2004,10,27,4,11826.0
2004,10,27,5,11979.0
2004,10,27,6,12741.0
2004,10,27,7,14106.0
2004,10,27,8,15258.0
2004,10,27,9,15459.0
2004,10,27,10,15438.0
2004,10,27,11,15506.0
2004,10,27,12,15499.0
2004,10,27,13,15524.0
2004,10,27,14,15441.0
2004,10,27,15,15242.0
2004,10,27,16,15062.0
2004,10,27,17,15063.0
2004,10,27,18,15085.0
2004,10,27,19,15453.0
2004,10,27,20,16008.0
2004,10,27,21,15873.0
2004,10,27,22,15408.0
2004,10,27,23,14452.0
2004,10,28,0,13427.0
2004,10,28,1,12604.0
2004,10,28,2,12127.0
2004,10,28,3,11815.0
2004,10,28,4,11671.0
2004,10,28,5,11868.0
2004,10,28,6,12574.0
2004,10,28,7,14134.0
2004,10,28,8,15213.0
2004,10,28,9,15261.0
2004,10,28,10,15337.0
2004,10,28,11,15399.0
2004,10,28,12,15359.0
2004,10,28,13,15401.0
2004,10,28,14,15364.0
2004,10,28,15,15260.0
2004,10,28,16,15143.0
2004,10,28,17,15028.0
2004,10,28,18,14908.0
2004,10,28,19,15091.0
2004,10,28,20,15637.0
2004,10,28,21,15581.0
2004,10,28,22,15309.0
2004,10,28,23,14353.0
2004,10,29,0,13355.0
2004,10,29,1,12510.0
2004,10,29,2,12022.0
2004,10,29,3,11753.0
2004,10,29,4,11530.0
2004,10,29,5,11744.0
2004,10,29,6,12355.0
2004,10,29,7,13861.0
2004,10,29,8,15040.0
2004,10,29,9,15295.0
2004,10,29,10,15491.0
2004,10,29,11,15539.0
2004,10,29,12,15530.0
2004,10,29,13,15571.0
2004,10,29,14,15507.0
2004,10,29,15,15397.0
2004,10,29,16,15071.0
2004,10,29,17,15134.0
2004,10,29,18,14942.0
2004,10,29,19,15103.0
2004,10,29,20,15460.0
2004,10,29,21,15198.0
2004,10,29,22,14782.0
2004,10,29,23,14057.0
2004,10,30,0,13084.0
2004,10,30,1,12200.0
2004,10,30,2,11676.0
2004,10,30,3,11297.0
2004,10,30,4,11036.0
2004,10,30,5,10996.0
2004,10,30,6,11212.0
2004,10,30,7,11683.0
2004,10,30,8,12416.0
2004,10,30,9,13002.0
2004,10,30,10,13572.0
2004,10,30,11,14004.0
2004,10,30,12,14066.0
2004,10,30,13,13948.0
2004,10,30,14,13763.0
2004,10,30,15,13572.0
2004,10,30,16,13549.0
2004,10,30,17,13577.0
2004,10,30,18,13518.0
2004,10,30,19,13684.0
2004,10,30,20,13978.0
2004,10,30,21,13929.0
2004,10,30,22,13519.0
2004,10,30,23,12902.0
2004,10,31,0,12187.0
2004,10,31,1,11433.0
2004,10,31,3,10318.0
2004,10,31,4,10263.0
2004,10,31,5,10296.0
2004,10,31,6,10508.0
2004,10,31,7,10975.0
2004,10,31,8,11548.0
2004,10,31,9,12202.0
2004,10,31,10,12671.0
2004,10,31,11,12770.0
2004,10,31,12,12821.0
2004,10,31,13,12822.0
2004,10,31,14,12902.0
2004,10,31,15,12802.0
2004,10,31,16,12688.0
2004,10,31,17,12830.0
2004,10,31,18,13380.0
2004,10,31,19,14067.0
2004,10,31,20,13930.0
2004,10,31,21,13843.0
2004,10,31,22,13341.0
2004,10,31,23,12831.0
2004,11,1,0,12181.0
2004,11,1,1,11730.0
2004,11,1,2,11434.0
2004,11,1,3,11383.0
2004,11,1,4,11372.0
2004,11,1,5,11697.0
2004,11,1,6,12751.0
2004,11,1,7,14513.0
2004,11,1,8,15300.0
2004,11,1,9,15467.0
2004,11,1,10,15630.0
2004,11,1,11,15782.0
2004,11,1,12,15452.0
2004,11,1,13,15344.0
2004,11,1,14,15312.0
2004,11,1,15,15130.0
2004,11,1,16,15032.0
2004,11,1,17,15232.0
2004,11,1,18,15610.0
2004,11,1,19,16072.0
2004,11,1,20,15899.0
2004,11,1,21,15774.0
2004,11,1,22,15439.0
2004,11,1,23,14194.0
2004,11,2,0,13165.0
2004,11,2,1,12494.0
2004,11,2,2,11988.0
2004,11,2,3,11802.0
2004,11,2,4,11803.0
2004,11,2,5,11951.0
2004,11,2,6,12788.0
2004,11,2,7,14132.0
2004,11,2,8,14760.0
2004,11,2,9,15083.0
2004,11,2,10,15266.0
2004,11,2,11,15600.0
2004,11,2,12,15737.0
2004,11,2,13,15904.0
2004,11,2,14,15856.0
2004,11,2,15,15820.0
2004,11,2,16,15689.0
2004,11,2,17,15743.0
2004,11,2,18,16257.0
2004,11,2,19,16627.0
2004,11,2,20,16237.0
2004,11,2,21,15954.0
2004,11,2,22,15173.0
2004,11,2,23,14194.0
2004,11,3,0,13183.0
2004,11,3,1,12529.0
2004,11,3,2,12096.0
2004,11,3,3,11918.0
2004,11,3,4,11887.0
2004,11,3,5,12142.0
2004,11,3,6,12907.0
2004,11,3,7,14509.0
2004,11,3,8,15250.0
2004,11,3,9,15341.0
2004,11,3,10,15672.0
2004,11,3,11,15818.0
2004,11,3,12,15723.0
2004,11,3,13,15698.0
2004,11,3,14,15628.0
2004,11,3,15,15385.0
2004,11,3,16,15254.0
2004,11,3,17,15407.0
2004,11,3,18,16019.0
2004,11,3,19,16574.0
2004,11,3,20,16402.0
2004,11,3,21,16099.0
2004,11,3,22,15616.0
2004,11,3,23,14532.0
2004,11,4,0,13253.0
2004,11,4,1,12892.0
2004,11,4,2,12382.0
2004,11,4,3,12367.0
2004,11,4,4,12357.0
2004,11,4,5,12521.0
2004,11,4,6,13426.0
2004,11,4,7,15050.0
2004,11,4,8,15857.0
2004,11,4,9,15857.0
2004,11,4,10,16055.0
2004,11,4,11,16113.0
2004,11,4,12,16065.0
2004,11,4,13,16000.0
2004,11,4,14,15881.0
2004,11,4,15,15703.0
2004,11,4,16,15664.0
2004,11,4,17,15835.0
2004,11,4,18,16471.0
2004,11,4,19,16796.0
2004,11,4,20,16693.0
2004,11,4,21,16369.0
2004,11,4,22,15890.0
2004,11,4,23,14952.0
2004,11,5,0,14038.0
2004,11,5,1,13305.0
2004,11,5,2,12993.0
2004,11,5,3,12756.0
2004,11,5,4,12824.0
2004,11,5,5,13119.0
2004,11,5,6,14071.0
2004,11,5,7,15761.0
2004,11,5,8,16274.0
2004,11,5,9,15996.0
2004,11,5,10,15962.0
2004,11,5,11,15768.0
2004,11,5,12,15606.0
2004,11,5,13,15519.0
2004,11,5,14,15316.0
2004,11,5,15,14723.0
2004,11,5,16,15201.0
2004,11,5,17,14895.0
2004,11,5,18,15547.0
2004,11,5,19,16177.0
2004,11,5,20,16039.0
2004,11,5,21,15890.0
2004,11,5,22,15669.0
2004,11,5,23,14964.0
2004,11,6,0,14141.0
2004,11,6,1,13503.0
2004,11,6,2,13159.0
2004,11,6,3,12988.0
2004,11,6,4,12987.0
2004,11,6,5,13076.0
2004,11,6,6,13487.0
2004,11,6,7,14160.0
2004,11,6,8,14635.0
2004,11,6,9,15098.0
2004,11,6,10,15074.0
2004,11,6,11,14809.0
2004,11,6,12,14447.0
2004,11,6,13,14083.0
2004,11,6,14,13759.0
2004,11,6,15,13380.0
2004,11,6,16,13214.0
2004,11,6,17,13254.0
2004,11,6,18,14047.0
2004,11,6,19,14579.0
2004,11,6,20,14053.0
2004,11,6,21,14299.0
2004,11,6,22,13974.0
2004,11,6,23,13420.0
2004,11,7,0,12804.0
2004,11,7,1,12252.0
2004,11,7,2,11879.0
2004,11,7,3,11706.0
2004,11,7,4,11707.0
2004,11,7,5,11789.0
2004,11,7,6,12007.0
2004,11,7,7,12452.0
2004,11,7,8,12903.0
2004,11,7,9,13398.0
2004,11,7,10,13408.0
2004,11,7,11,13155.0
2004,11,7,12,13042.0
2004,11,7,13,13009.0
2004,11,7,14,12867.0
2004,11,7,15,12629.0
2004,11,7,16,12620.0
2004,11,7,17,12849.0
2004,11,7,18,13733.0
2004,11,7,19,14397.0
2004,11,7,20,14525.0
2004,11,7,21,14294.0
2004,11,7,22,13901.0
2004,11,7,23,13320.0
2004,11,8,0,12703.0
2004,11,8,1,12306.0
2004,11,8,2,12052.0
2004,11,8,3,12110.0
2004,11,8,4,12202.0
2004,11,8,5,12557.0
2004,11,8,6,13638.0
2004,11,8,7,15465.0
2004,11,8,8,16248.0
2004,11,8,9,16261.0
2004,11,8,10,16199.0
2004,11,8,11,16248.0
2004,11,8,12,16035.0
2004,11,8,13,15818.0
2004,11,8,14,15715.0
2004,11,8,15,15516.0
2004,11,8,16,15287.0
2004,11,8,17,15491.0
2004,11,8,18,16490.0
2004,11,8,19,17380.0
2004,11,8,20,17450.0
2004,11,8,21,17306.0
2004,11,8,22,16945.0
2004,11,8,23,16027.0
2004,11,9,0,15170.0
2004,11,9,1,14629.0
2004,11,9,2,14279.0
2004,11,9,3,14354.0
2004,11,9,4,14340.0
2004,11,9,5,14729.0
2004,11,9,6,15675.0
2004,11,9,7,17263.0
2004,11,9,8,18034.0
2004,11,9,9,17752.0
2004,11,9,10,17332.0
2004,11,9,11,17044.0
2004,11,9,12,16573.0
2004,11,9,13,16365.0
2004,11,9,14,16104.0
2004,11,9,15,15926.0
2004,11,9,16,15639.0
2004,11,9,17,15843.0
2004,11,9,18,16869.0
2004,11,9,19,17629.0
2004,11,9,20,17718.0
2004,11,9,21,17598.0
2004,11,9,22,17190.0
2004,11,9,23,16360.0
2004,11,10,0,15367.0
2004,11,10,1,14753.0
2004,11,10,2,14485.0
2004,11,10,3,14400.0
2004,11,10,4,14454.0
2004,11,10,5,14692.0
2004,11,10,6,15690.0
2004,11,10,7,17290.0
2004,11,10,8,17897.0
2004,11,10,9,17583.0
2004,11,10,10,17252.0
2004,11,10,11,16923.0
2004,11,10,12,16475.0
2004,11,10,13,16221.0
2004,11,10,14,16028.0
2004,11,10,15,15643.0
2004,11,10,16,15517.0
2004,11,10,17,15711.0
2004,11,10,18,16597.0
2004,11,10,19,17045.0
2004,11,10,20,16887.0
2004,11,10,21,16709.0
2004,11,10,22,16153.0
2004,11,10,23,15267.0
2004,11,11,0,14373.0
2004,11,11,1,13727.0
2004,11,11,2,13447.0
2004,11,11,3,13341.0
2004,11,11,4,13330.0
2004,11,11,5,13597.0
2004,11,11,6,14394.0
2004,11,11,7,15955.0
2004,11,11,8,16668.0
2004,11,11,9,16621.0
2004,11,11,10,16606.0
2004,11,11,11,16377.0
2004,11,11,12,16365.0
2004,11,11,13,16224.0
2004,11,11,14,16167.0
2004,11,11,15,16113.0
