,year,month,day,hour,AEP_MW
0,2016,1,1,0,13487.0
1,2016,1,1,1,13135.0
2,2016,1,1,2,12912.0
3,2016,1,1,3,12685.0
4,2016,1,1,4,12631.0
5,2016,1,1,5,12667.0
6,2016,1,1,6,12937.0
7,2016,1,1,7,13297.0
8,2016,1,1,8,13635.0
9,2016,1,1,9,13828.0
10,2016,1,1,10,14232.0
11,2016,1,1,11,14528.0
12,2016,1,1,12,14626.0
13,2016,1,1,13,14568.0
14,2016,1,1,14,14284.0
15,2016,1,1,15,14106.0
16,2016,1,1,16,14064.0
17,2016,1,1,17,14350.0
18,2016,1,1,18,15307.0
19,2016,1,1,19,15594.0
20,2016,1,1,20,15595.0
21,2016,1,1,21,15473.0
22,2016,1,1,22,15280.0
23,2016,1,1,23,14833.0
24,2016,1,2,0,14338.0
25,2016,1,2,1,13966.0
26,2016,1,2,2,13751.0
27,2016,1,2,3,13642.0
28,2016,1,2,4,13668.0
29,2016,1,2,5,13784.0
30,2016,1,2,6,14098.0
31,2016,1,2,7,14534.0
32,2016,1,2,8,15058.0
33,2016,1,2,9,15310.0
34,2016,1,2,10,15265.0
35,2016,1,2,11,15102.0
36,2016,1,2,12,14779.0
37,2016,1,2,13,14364.0
38,2016,1,2,14,13956.0
39,2016,1,2,15,13561.0
40,2016,1,2,16,13501.0
41,2016,1,2,17,13711.0
42,2016,1,2,18,14741.0
43,2016,1,2,19,15383.0
44,2016,1,2,20,15481.0
45,2016,1,2,21,15420.0
46,2016,1,2,22,15284.0
47,2016,1,2,23,14921.0
48,2016,1,3,0,14450.0
49,2016,1,3,1,14075.0
50,2016,1,3,2,13776.0
51,2016,1,3,3,13637.0
52,2016,1,3,4,13644.0
53,2016,1,3,5,13719.0
54,2016,1,3,6,13886.0
55,2016,1,3,7,14228.0
56,2016,1,3,8,14709.0
57,2016,1,3,9,15174.0
58,2016,1,3,10,15069.0
59,2016,1,3,11,14825.0
60,2016,1,3,12,14554.0
61,2016,1,3,13,14434.0
62,2016,1,3,14,14223.0
63,2016,1,3,15,14111.0
64,2016,1,3,16,14103.0
65,2016,1,3,17,14469.0
66,2016,1,3,18,15440.0
67,2016,1,3,19,15946.0
68,2016,1,3,20,15976.0
69,2016,1,3,21,15947.0
70,2016,1,3,22,15485.0
71,2016,1,3,23,15038.0
72,2016,1,4,0,14577.0
73,2016,1,4,1,14153.0
74,2016,1,4,2,14051.0
75,2016,1,4,3,14158.0
76,2016,1,4,4,14205.0
77,2016,1,4,5,14647.0
78,2016,1,4,6,15447.0
79,2016,1,4,7,16847.0
80,2016,1,4,8,17696.0
81,2016,1,4,9,17759.0
82,2016,1,4,10,17804.0
83,2016,1,4,11,17847.0
84,2016,1,4,12,17730.0
85,2016,1,4,13,17666.0
86,2016,1,4,14,17461.0
87,2016,1,4,15,17297.0
88,2016,1,4,16,17111.0
89,2016,1,4,17,17392.0
90,2016,1,4,18,18275.0
91,2016,1,4,19,18893.0
92,2016,1,4,20,18928.0
93,2016,1,4,21,18789.0
94,2016,1,4,22,18402.0
95,2016,1,4,23,17657.0
96,2016,1,5,0,16894.0
97,2016,1,5,1,16549.0
98,2016,1,5,2,16420.0
99,2016,1,5,3,16466.0
100,2016,1,5,4,16555.0
101,2016,1,5,5,17093.0
102,2016,1,5,6,18090.0
103,2016,1,5,7,19603.0
104,2016,1,5,8,20424.0
105,2016,1,5,9,20129.0
106,2016,1,5,10,19363.0
107,2016,1,5,11,18929.0
108,2016,1,5,12,18348.0
109,2016,1,5,13,17670.0
110,2016,1,5,14,17187.0
111,2016,1,5,15,16662.0
112,2016,1,5,16,16473.0
113,2016,1,5,17,16702.0
114,2016,1,5,18,17952.0
115,2016,1,5,19,18822.0
116,2016,1,5,20,19010.0
117,2016,1,5,21,18935.0
118,2016,1,5,22,18594.0
119,2016,1,5,23,17893.0
120,2016,1,6,0,17311.0
121,2016,1,6,1,16957.0
122,2016,1,6,2,16828.0
123,2016,1,6,3,16931.0
124,2016,1,6,4,17048.0
125,2016,1,6,5,17537.0
126,2016,1,6,6,18415.0
127,2016,1,6,7,19769.0
128,2016,1,6,8,20502.0
129,2016,1,6,9,20107.0
130,2016,1,6,10,19279.0
131,2016,1,6,11,18413.0
132,2016,1,6,12,17575.0
133,2016,1,6,13,16877.0
134,2016,1,6,14,16340.0
135,2016,1,6,15,15902.0
136,2016,1,6,16,15706.0
137,2016,1,6,17,15967.0
138,2016,1,6,18,17149.0
139,2016,1,6,19,17876.0
140,2016,1,6,20,18011.0
141,2016,1,6,21,17978.0
142,2016,1,6,22,17396.0
143,2016,1,6,23,16763.0
144,2016,1,7,0,16123.0
145,2016,1,7,1,15691.0
146,2016,1,7,2,15636.0
147,2016,1,7,3,15597.0
148,2016,1,7,4,15739.0
149,2016,1,7,5,16089.0
150,2016,1,7,6,17017.0
151,2016,1,7,7,18467.0
152,2016,1,7,8,19303.0
153,2016,1,7,9,18941.0
154,2016,1,7,10,18374.0
155,2016,1,7,11,17774.0
156,2016,1,7,12,16926.0
157,2016,1,7,13,16330.0
158,2016,1,7,14,15690.0
159,2016,1,7,15,15351.0
160,2016,1,7,16,15093.0
161,2016,1,7,17,15182.0
162,2016,1,7,18,16185.0
163,2016,1,7,19,16908.0
164,2016,1,7,20,17102.0
165,2016,1,7,21,17092.0
166,2016,1,7,22,16717.0
167,2016,1,7,23,15947.0
168,2016,1,8,0,15262.0
169,2016,1,8,1,14845.0
170,2016,1,8,2,14597.0
171,2016,1,8,3,14405.0
172,2016,1,8,4,14421.0
173,2016,1,8,5,14623.0
174,2016,1,8,6,15406.0
175,2016,1,8,7,16714.0
176,2016,1,8,8,17338.0
177,2016,1,8,9,17332.0
178,2016,1,8,10,17261.0
179,2016,1,8,11,17277.0
180,2016,1,8,12,17011.0
181,2016,1,8,13,16757.0
182,2016,1,8,14,16428.0
183,2016,1,8,15,16152.0
184,2016,1,8,16,15769.0
185,2016,1,8,17,15759.0
186,2016,1,8,18,16163.0
187,2016,1,8,19,16261.0
188,2016,1,8,20,15904.0
189,2016,1,8,21,15618.0
190,2016,1,8,22,15213.0
191,2016,1,8,23,14496.0
192,2016,1,9,0,13759.0
193,2016,1,9,1,13141.0
194,2016,1,9,2,12738.0
195,2016,1,9,3,12555.0
196,2016,1,9,4,12574.0
197,2016,1,9,5,12673.0
198,2016,1,9,6,13010.0
199,2016,1,9,7,13389.0
200,2016,1,9,8,13947.0
201,2016,1,9,9,14238.0
202,2016,1,9,10,14408.0
203,2016,1,9,11,14407.0
204,2016,1,9,12,14339.0
205,2016,1,9,13,14072.0
206,2016,1,9,14,13797.0
207,2016,1,9,15,13595.0
208,2016,1,9,16,13642.0
209,2016,1,9,17,13843.0
210,2016,1,9,18,14500.0
211,2016,1,9,19,14643.0
212,2016,1,9,20,14446.0
213,2016,1,9,21,14272.0
214,2016,1,9,22,13864.0
215,2016,1,9,23,13357.0
216,2016,1,10,0,12821.0
217,2016,1,10,1,12319.0
218,2016,1,10,2,12100.0
219,2016,1,10,3,11888.0
220,2016,1,10,4,11823.0
221,2016,1,10,5,11834.0
222,2016,1,10,6,12023.0
223,2016,1,10,7,12387.0
224,2016,1,10,8,12954.0
225,2016,1,10,9,13534.0
226,2016,1,10,10,14102.0
227,2016,1,10,11,14426.0
228,2016,1,10,12,14729.0
229,2016,1,10,13,15127.0
230,2016,1,10,14,15399.0
231,2016,1,10,15,15551.0
232,2016,1,10,16,15782.0
233,2016,1,10,17,16315.0
234,2016,1,10,18,17211.0
235,2016,1,10,19,17757.0
236,2016,1,10,20,17856.0
237,2016,1,10,21,17838.0
238,2016,1,10,22,17441.0
239,2016,1,10,23,16959.0
240,2016,1,11,0,16566.0
241,2016,1,11,1,16346.0
242,2016,1,11,2,16304.0
243,2016,1,11,3,16496.0
244,2016,1,11,4,16570.0
245,2016,1,11,5,17164.0
246,2016,1,11,6,18077.0
247,2016,1,11,7,19596.0
248,2016,1,11,8,20610.0
249,2016,1,11,9,20421.0
250,2016,1,11,10,20067.0
251,2016,1,11,11,19550.0
252,2016,1,11,12,19093.0
253,2016,1,11,13,18595.0
254,2016,1,11,14,18121.0
255,2016,1,11,15,17773.0
256,2016,1,11,16,17685.0
257,2016,1,11,17,17972.0
258,2016,1,11,18,18989.0
259,2016,1,11,19,19564.0
260,2016,1,11,20,19583.0
261,2016,1,11,21,19467.0
262,2016,1,11,22,18957.0
263,2016,1,11,23,18193.0
264,2016,1,12,0,17349.0
265,2016,1,12,1,16800.0
266,2016,1,12,2,16499.0
267,2016,1,12,3,16345.0
268,2016,1,12,4,16210.0
269,2016,1,12,5,16536.0
270,2016,1,12,6,17257.0
271,2016,1,12,7,18393.0
272,2016,1,12,8,19123.0
273,2016,1,12,9,18939.0
274,2016,1,12,10,18705.0
275,2016,1,12,11,18555.0
276,2016,1,12,12,18453.0
277,2016,1,12,13,18356.0
278,2016,1,12,14,18227.0
279,2016,1,12,15,18083.0
280,2016,1,12,16,17986.0
281,2016,1,12,17,18166.0
282,2016,1,12,18,19150.0
283,2016,1,12,19,19905.0
284,2016,1,12,20,19947.0
285,2016,1,12,21,19841.0
286,2016,1,12,22,19348.0
287,2016,1,12,23,18609.0
288,2016,1,13,0,17938.0
289,2016,1,13,1,17637.0
290,2016,1,13,2,17592.0
291,2016,1,13,3,17626.0
292,2016,1,13,4,17791.0
293,2016,1,13,5,18327.0
294,2016,1,13,6,19198.0
295,2016,1,13,7,20570.0
296,2016,1,13,8,21177.0
297,2016,1,13,9,21096.0
298,2016,1,13,10,20605.0
299,2016,1,13,11,19923.0
300,2016,1,13,12,19396.0
301,2016,1,13,13,18960.0
302,2016,1,13,14,18645.0
303,2016,1,13,15,18350.0
304,2016,1,13,16,18156.0
305,2016,1,13,17,18535.0
306,2016,1,13,18,19353.0
307,2016,1,13,19,19881.0
308,2016,1,13,20,19797.0
309,2016,1,13,21,19523.0
310,2016,1,13,22,18963.0
311,2016,1,13,23,18030.0
312,2016,1,14,0,17273.0
313,2016,1,14,1,16578.0
314,2016,1,14,2,16340.0
315,2016,1,14,3,16171.0
316,2016,1,14,4,16168.0
317,2016,1,14,5,16469.0
318,2016,1,14,6,17153.0
319,2016,1,14,7,18527.0
320,2016,1,14,8,19088.0
321,2016,1,14,9,18715.0
322,2016,1,14,10,18236.0
323,2016,1,14,11,17546.0
324,2016,1,14,12,16814.0
325,2016,1,14,13,16192.0
326,2016,1,14,14,15816.0
327,2016,1,14,15,15533.0
328,2016,1,14,16,15284.0
329,2016,1,14,17,15324.0
330,2016,1,14,18,16092.0
331,2016,1,14,19,16880.0
332,2016,1,14,20,16916.0
333,2016,1,14,21,16861.0
334,2016,1,14,22,16391.0
335,2016,1,14,23,15657.0
336,2016,1,15,0,15079.0
337,2016,1,15,1,14599.0
338,2016,1,15,2,14390.0
339,2016,1,15,3,14305.0
340,2016,1,15,4,14415.0
341,2016,1,15,5,14884.0
342,2016,1,15,6,15681.0
343,2016,1,15,7,17074.0
344,2016,1,15,8,17869.0
345,2016,1,15,9,17646.0
346,2016,1,15,10,17392.0
347,2016,1,15,11,17088.0
348,2016,1,15,12,16740.0
349,2016,1,15,13,16486.0
350,2016,1,15,14,16372.0
351,2016,1,15,15,16196.0
352,2016,1,15,16,16089.0
353,2016,1,15,17,16102.0
354,2016,1,15,18,16480.0
355,2016,1,15,19,16522.0
356,2016,1,15,20,16202.0
357,2016,1,15,21,16076.0
358,2016,1,15,22,15549.0
359,2016,1,15,23,14883.0
360,2016,1,16,0,14057.0
361,2016,1,16,1,13377.0
362,2016,1,16,2,13181.0
363,2016,1,16,3,12956.0
364,2016,1,16,4,12986.0
365,2016,1,16,5,13148.0
366,2016,1,16,6,13487.0
367,2016,1,16,7,14008.0
368,2016,1,16,8,14666.0
369,2016,1,16,9,15185.0
370,2016,1,16,10,15580.0
371,2016,1,16,11,15790.0
372,2016,1,16,12,15776.0
373,2016,1,16,13,15780.0
374,2016,1,16,14,15609.0
375,2016,1,16,15,15487.0
376,2016,1,16,16,15502.0
377,2016,1,16,17,15785.0
378,2016,1,16,18,16335.0
379,2016,1,16,19,16468.0
380,2016,1,16,20,16294.0
381,2016,1,16,21,16123.0
382,2016,1,16,22,15782.0
383,2016,1,16,23,15259.0
384,2016,1,17,0,14696.0
385,2016,1,17,1,14307.0
386,2016,1,17,2,14007.0
387,2016,1,17,3,13939.0
388,2016,1,17,4,13873.0
389,2016,1,17,5,13901.0
390,2016,1,17,6,14187.0
391,2016,1,17,7,14542.0
392,2016,1,17,8,15276.0
393,2016,1,17,9,15908.0
394,2016,1,17,10,16232.0
395,2016,1,17,11,16336.0
396,2016,1,17,12,16289.0
397,2016,1,17,13,16337.0
398,2016,1,17,14,16322.0
399,2016,1,17,15,16290.0
400,2016,1,17,16,16335.0
401,2016,1,17,17,16739.0
402,2016,1,17,18,17628.0
403,2016,1,17,19,18205.0
404,2016,1,17,20,18196.0
405,2016,1,17,21,18333.0
406,2016,1,17,22,17940.0
407,2016,1,17,23,17690.0
408,2016,1,18,0,17372.0
409,2016,1,18,1,17185.0
410,2016,1,18,2,17263.0
411,2016,1,18,3,17336.0
412,2016,1,18,4,17511.0
413,2016,1,18,5,18064.0
414,2016,1,18,6,18887.0
415,2016,1,18,7,20039.0
416,2016,1,18,8,20910.0
417,2016,1,18,9,21229.0
418,2016,1,18,10,21158.0
419,2016,1,18,11,21036.0
420,2016,1,18,12,20750.0
421,2016,1,18,13,20482.0
422,2016,1,18,14,20254.0
423,2016,1,18,15,19919.0
424,2016,1,18,16,19798.0
425,2016,1,18,17,20011.0
426,2016,1,18,18,20945.0
427,2016,1,18,19,21644.0
428,2016,1,18,20,21594.0
429,2016,1,18,21,21428.0
430,2016,1,18,22,21136.0
431,2016,1,18,23,20383.0
432,2016,1,19,0,19830.0
433,2016,1,19,1,19607.0
434,2016,1,19,2,19418.0
435,2016,1,19,3,19377.0
436,2016,1,19,4,19423.0
437,2016,1,19,5,19782.0
438,2016,1,19,6,20523.0
439,2016,1,19,7,21602.0
440,2016,1,19,8,22256.0
441,2016,1,19,9,22107.0
442,2016,1,19,10,21679.0
443,2016,1,19,11,21332.0
444,2016,1,19,12,20704.0
445,2016,1,19,13,20202.0
446,2016,1,19,14,19727.0
447,2016,1,19,15,19175.0
448,2016,1,19,16,18900.0
449,2016,1,19,17,19066.0
450,2016,1,19,18,20061.0
451,2016,1,19,19,20958.0
452,2016,1,19,20,21178.0
453,2016,1,19,21,21137.0
454,2016,1,19,22,20809.0
455,2016,1,19,23,20226.0
456,2016,1,20,0,19593.0
457,2016,1,20,1,19221.0
458,2016,1,20,2,19122.0
459,2016,1,20,3,18988.0
460,2016,1,20,4,19060.0
461,2016,1,20,5,19264.0
462,2016,1,20,6,19761.0
463,2016,1,20,7,20943.0
464,2016,1,20,8,21517.0
465,2016,1,20,9,21237.0
466,2016,1,20,10,20940.0
467,2016,1,20,11,20693.0
468,2016,1,20,12,20221.0
469,2016,1,20,13,19949.0
470,2016,1,20,14,19860.0
471,2016,1,20,15,19460.0
472,2016,1,20,16,19319.0
473,2016,1,20,17,19388.0
474,2016,1,20,18,19988.0
475,2016,1,20,19,20431.0
476,2016,1,20,20,20283.0
477,2016,1,20,21,19979.0
478,2016,1,20,22,19429.0
479,2016,1,20,23,18541.0
480,2016,1,21,0,17707.0
481,2016,1,21,1,17360.0
482,2016,1,21,2,17200.0
483,2016,1,21,3,17096.0
484,2016,1,21,4,17163.0
485,2016,1,21,5,17683.0
486,2016,1,21,6,18355.0
487,2016,1,21,7,19627.0
488,2016,1,21,8,20352.0
489,2016,1,21,9,20262.0
490,2016,1,21,10,20080.0
491,2016,1,21,11,19714.0
492,2016,1,21,12,19098.0
493,2016,1,21,13,18605.0
494,2016,1,21,14,18057.0
495,2016,1,21,15,17652.0
496,2016,1,21,16,17260.0
497,2016,1,21,17,17416.0
498,2016,1,21,18,18359.0
499,2016,1,21,19,19373.0
500,2016,1,21,20,19591.0
501,2016,1,21,21,19530.0
502,2016,1,21,22,19210.0
503,2016,1,21,23,18541.0
504,2016,1,22,0,17786.0
505,2016,1,22,1,17323.0
506,2016,1,22,2,17126.0
507,2016,1,22,3,16958.0
508,2016,1,22,4,17051.0
509,2016,1,22,5,17260.0
510,2016,1,22,6,17893.0
511,2016,1,22,7,18989.0
512,2016,1,22,8,19780.0
513,2016,1,22,9,19687.0
514,2016,1,22,10,19895.0
515,2016,1,22,11,19960.0
516,2016,1,22,12,19744.0
517,2016,1,22,13,19491.0
518,2016,1,22,14,19404.0
519,2016,1,22,15,19196.0
520,2016,1,22,16,19073.0
521,2016,1,22,17,19126.0
522,2016,1,22,18,19611.0
523,2016,1,22,19,19813.0
524,2016,1,22,20,19614.0
525,2016,1,22,21,19221.0
526,2016,1,22,22,18773.0
527,2016,1,22,23,18148.0
528,2016,1,23,0,17382.0
529,2016,1,23,1,17004.0
530,2016,1,23,2,16744.0
531,2016,1,23,3,16623.0
532,2016,1,23,4,16579.0
533,2016,1,23,5,16667.0
534,2016,1,23,6,16896.0
535,2016,1,23,7,17336.0
536,2016,1,23,8,17717.0
537,2016,1,23,9,17914.0
538,2016,1,23,10,18176.0
539,2016,1,23,11,18170.0
540,2016,1,23,12,17962.0
541,2016,1,23,13,17636.0
542,2016,1,23,14,17323.0
543,2016,1,23,15,16981.0
544,2016,1,23,16,16926.0
545,2016,1,23,17,17095.0
546,2016,1,23,18,17712.0
547,2016,1,23,19,18294.0
548,2016,1,23,20,18113.0
549,2016,1,23,21,17879.0
550,2016,1,23,22,17443.0
551,2016,1,23,23,17026.0
552,2016,1,24,0,16637.0
553,2016,1,24,1,16245.0
554,2016,1,24,2,16143.0
555,2016,1,24,3,16144.0
556,2016,1,24,4,16204.0
557,2016,1,24,5,16437.0
558,2016,1,24,6,16805.0
559,2016,1,24,7,17266.0
560,2016,1,24,8,17857.0
561,2016,1,24,9,18125.0
562,2016,1,24,10,17892.0
563,2016,1,24,11,17234.0
564,2016,1,24,12,16524.0
565,2016,1,24,13,16029.0
566,2016,1,24,14,15547.0
567,2016,1,24,15,15200.0
568,2016,1,24,16,15091.0
569,2016,1,24,17,15413.0
570,2016,1,24,18,16403.0
571,2016,1,24,19,17424.0
572,2016,1,24,20,17695.0
573,2016,1,24,21,17658.0
574,2016,1,24,22,17332.0
575,2016,1,24,23,16802.0
576,2016,1,25,0,16429.0
577,2016,1,25,1,16031.0
578,2016,1,25,2,16000.0
579,2016,1,25,3,16074.0
580,2016,1,25,4,16224.0
581,2016,1,25,5,16600.0
582,2016,1,25,6,17451.0
583,2016,1,25,7,18736.0
584,2016,1,25,8,19605.0
585,2016,1,25,9,19449.0
586,2016,1,25,10,19054.0
587,2016,1,25,11,18539.0
588,2016,1,25,12,17521.0
589,2016,1,25,13,17029.0
590,2016,1,25,14,16613.0
591,2016,1,25,15,16359.0
592,2016,1,25,16,16224.0
593,2016,1,25,17,16472.0
594,2016,1,25,18,17062.0
595,2016,1,25,19,17768.0
596,2016,1,25,20,17762.0
597,2016,1,25,21,17525.0
598,2016,1,25,22,16936.0
599,2016,1,25,23,16048.0
600,2016,1,26,0,15253.0
601,2016,1,26,1,14753.0
602,2016,1,26,2,14447.0
603,2016,1,26,3,14302.0
604,2016,1,26,4,14197.0
605,2016,1,26,5,14465.0
606,2016,1,26,6,15266.0
607,2016,1,26,7,16438.0
608,2016,1,26,8,17156.0
609,2016,1,26,9,17116.0
610,2016,1,26,10,17086.0
611,2016,1,26,11,17006.0
612,2016,1,26,12,16940.0
613,2016,1,26,13,16913.0
614,2016,1,26,14,16886.0
615,2016,1,26,15,16806.0
616,2016,1,26,16,16776.0
617,2016,1,26,17,16888.0
618,2016,1,26,18,17383.0
619,2016,1,26,19,17747.0
620,2016,1,26,20,17638.0
621,2016,1,26,21,17408.0
622,2016,1,26,22,16873.0
623,2016,1,26,23,16036.0
624,2016,1,27,0,15271.0
625,2016,1,27,1,14821.0
626,2016,1,27,2,14592.0
627,2016,1,27,3,14529.0
628,2016,1,27,4,14528.0
629,2016,1,27,5,14885.0
630,2016,1,27,6,15693.0
631,2016,1,27,7,17071.0
632,2016,1,27,8,17976.0
633,2016,1,27,9,17893.0
634,2016,1,27,10,17711.0
635,2016,1,27,11,17586.0
636,2016,1,27,12,17291.0
637,2016,1,27,13,17072.0
638,2016,1,27,14,16825.0
639,2016,1,27,15,16415.0
640,2016,1,27,16,16236.0
641,2016,1,27,17,16457.0
642,2016,1,27,18,17189.0
643,2016,1,27,19,18154.0
644,2016,1,27,20,18331.0
645,2016,1,27,21,18348.0
646,2016,1,27,22,17988.0
647,2016,1,27,23,17293.0
648,2016,1,28,0,16647.0
649,2016,1,28,1,16297.0
650,2016,1,28,2,16226.0
651,2016,1,28,3,16261.0
652,2016,1,28,4,16433.0
653,2016,1,28,5,16780.0
654,2016,1,28,6,17683.0
655,2016,1,28,7,19067.0
656,2016,1,28,8,19852.0
657,2016,1,28,9,19561.0
658,2016,1,28,10,18899.0
659,2016,1,28,11,18223.0
660,2016,1,28,12,17573.0
661,2016,1,28,13,17020.0
662,2016,1,28,14,16506.0
663,2016,1,28,15,16167.0
664,2016,1,28,16,15885.0
665,2016,1,28,17,16057.0
666,2016,1,28,18,16750.0
667,2016,1,28,19,17442.0
668,2016,1,28,20,17448.0
669,2016,1,28,21,17415.0
670,2016,1,28,22,16920.0
671,2016,1,28,23,16183.0
672,2016,1,29,0,15359.0
673,2016,1,29,1,15005.0
674,2016,1,29,2,14720.0
675,2016,1,29,3,14605.0
676,2016,1,29,4,14740.0
677,2016,1,29,5,15055.0
678,2016,1,29,6,15807.0
679,2016,1,29,7,17225.0
680,2016,1,29,8,17992.0
681,2016,1,29,9,17955.0
682,2016,1,29,10,17898.0
683,2016,1,29,11,17850.0
684,2016,1,29,12,17568.0
685,2016,1,29,13,17196.0
686,2016,1,29,14,16833.0
687,2016,1,29,15,16413.0
688,2016,1,29,16,16089.0
689,2016,1,29,17,16027.0
690,2016,1,29,18,16620.0
691,2016,1,29,19,17398.0
692,2016,1,29,20,17465.0
693,2016,1,29,21,17374.0
694,2016,1,29,22,17120.0
695,2016,1,29,23,16574.0
696,2016,1,30,0,15995.0
697,2016,1,30,1,15563.0
698,2016,1,30,2,15262.0
699,2016,1,30,3,15175.0
700,2016,1,30,4,15194.0
701,2016,1,30,5,15285.0
702,2016,1,30,6,15624.0
703,2016,1,30,7,16168.0
704,2016,1,30,8,16624.0
705,2016,1,30,9,16784.0
706,2016,1,30,10,16354.0
707,2016,1,30,11,15619.0
708,2016,1,30,12,14906.0
709,2016,1,30,13,14341.0
710,2016,1,30,14,13843.0
711,2016,1,30,15,13393.0
712,2016,1,30,16,13210.0
713,2016,1,30,17,13203.0
714,2016,1,30,18,13713.0
715,2016,1,30,19,14586.0
716,2016,1,30,20,14669.0
717,2016,1,30,21,14564.0
718,2016,1,30,22,14328.0
719,2016,1,30,23,13880.0
720,2016,1,31,0,13398.0
721,2016,1,31,1,12996.0
722,2016,1,31,2,12841.0
723,2016,1,31,3,12700.0
724,2016,1,31,4,12676.0
725,2016,1,31,5,12777.0
726,2016,1,31,6,12999.0
727,2016,1,31,7,13365.0
728,2016,1,31,8,13889.0
729,2016,1,31,9,14243.0
730,2016,1,31,10,13993.0
731,2016,1,31,11,13685.0
732,2016,1,31,12,13396.0
733,2016,1,31,13,13231.0
734,2016,1,31,14,13035.0
735,2016,1,31,15,12875.0
736,2016,1,31,16,12813.0
737,2016,1,31,17,12954.0
738,2016,1,31,18,13531.0
739,2016,1,31,19,14316.0
740,2016,1,31,20,14301.0
741,2016,1,31,21,14225.0
742,2016,1,31,22,13800.0
743,2016,1,31,23,13193.0
744,2016,2,1,0,12636.0
745,2016,2,1,1,12159.0
746,2016,2,1,2,11985.0
747,2016,2,1,3,11894.0
748,2016,2,1,4,12137.0
749,2016,2,1,5,12378.0
750,2016,2,1,6,13456.0
751,2016,2,1,7,14960.0
752,2016,2,1,8,15741.0
753,2016,2,1,9,15644.0
754,2016,2,1,10,15488.0
755,2016,2,1,11,15508.0
756,2016,2,1,12,15346.0
757,2016,2,1,13,15260.0
758,2016,2,1,14,15084.0
759,2016,2,1,15,14860.0
760,2016,2,1,16,14722.0
761,2016,2,1,17,14754.0
762,2016,2,1,18,15104.0
763,2016,2,1,19,16115.0
764,2016,2,1,20,16227.0
765,2016,2,1,21,16043.0
766,2016,2,1,22,15583.0
767,2016,2,1,23,14872.0
768,2016,2,2,0,14229.0
769,2016,2,2,1,13730.0
770,2016,2,2,2,13595.0
771,2016,2,2,3,13472.0
772,2016,2,2,4,13618.0
773,2016,2,2,5,13943.0
774,2016,2,2,6,14741.0
775,2016,2,2,7,16202.0
776,2016,2,2,8,17033.0
777,2016,2,2,9,16608.0
778,2016,2,2,10,16425.0
779,2016,2,2,11,16062.0
780,2016,2,2,12,15712.0
781,2016,2,2,13,15401.0
782,2016,2,2,14,15187.0
783,2016,2,2,15,14950.0
784,2016,2,2,16,14698.0
785,2016,2,2,17,14781.0
786,2016,2,2,18,15258.0
787,2016,2,2,19,15860.0
788,2016,2,2,20,15840.0
789,2016,2,2,21,15558.0
790,2016,2,2,22,15007.0
791,2016,2,2,23,14206.0
792,2016,2,3,0,13432.0
793,2016,2,3,1,12856.0
794,2016,2,3,2,12401.0
795,2016,2,3,3,12302.0
796,2016,2,3,4,12307.0
797,2016,2,3,5,12534.0
798,2016,2,3,6,13267.0
799,2016,2,3,7,14599.0
800,2016,2,3,8,15212.0
801,2016,2,3,9,14970.0
802,2016,2,3,10,14981.0
803,2016,2,3,11,14958.0
804,2016,2,3,12,14899.0
805,2016,2,3,13,14674.0
806,2016,2,3,14,14590.0
807,2016,2,3,15,14379.0
808,2016,2,3,16,14260.0
809,2016,2,3,17,14362.0
810,2016,2,3,18,14719.0
811,2016,2,3,19,15589.0
812,2016,2,3,20,15659.0
813,2016,2,3,21,15598.0
814,2016,2,3,22,15161.0
815,2016,2,3,23,14491.0
816,2016,2,4,0,13767.0
817,2016,2,4,1,13360.0
818,2016,2,4,2,13182.0
819,2016,2,4,3,13143.0
820,2016,2,4,4,13266.0
821,2016,2,4,5,13598.0
822,2016,2,4,6,14505.0
823,2016,2,4,7,16047.0
824,2016,2,4,8,16920.0
825,2016,2,4,9,16902.0
826,2016,2,4,10,16930.0
827,2016,2,4,11,17002.0
828,2016,2,4,12,16818.0
829,2016,2,4,13,16741.0
830,2016,2,4,14,16637.0
831,2016,2,4,15,16445.0
832,2016,2,4,16,16370.0
833,2016,2,4,17,16540.0
834,2016,2,4,18,16991.0
835,2016,2,4,19,17595.0
836,2016,2,4,20,17683.0
837,2016,2,4,21,17549.0
838,2016,2,4,22,17155.0
839,2016,2,4,23,16285.0
840,2016,2,5,0,15606.0
841,2016,2,5,1,15257.0
842,2016,2,5,2,14976.0
843,2016,2,5,3,15127.0
844,2016,2,5,4,15248.0
845,2016,2,5,5,15622.0
846,2016,2,5,6,16588.0
847,2016,2,5,7,18169.0
848,2016,2,5,8,18831.0
849,2016,2,5,9,18515.0
850,2016,2,5,10,18009.0
851,2016,2,5,11,17429.0
852,2016,2,5,12,16799.0
853,2016,2,5,13,16372.0
854,2016,2,5,14,16038.0
855,2016,2,5,15,15603.0
856,2016,2,5,16,15321.0
857,2016,2,5,17,15385.0
858,2016,2,5,18,15898.0
859,2016,2,5,19,16862.0
860,2016,2,5,20,16864.0
861,2016,2,5,21,16812.0
862,2016,2,5,22,16669.0
863,2016,2,5,23,16107.0
864,2016,2,6,0,15442.0
865,2016,2,6,1,15047.0
866,2016,2,6,2,14866.0
867,2016,2,6,3,14710.0
868,2016,2,6,4,14778.0
869,2016,2,6,5,14967.0
870,2016,2,6,6,15449.0
871,2016,2,6,7,16026.0
872,2016,2,6,8,16608.0
